"Word","Length","Log_Freq_HAL"
"Julia","5","8.30"
"Julian","6","8.65"
"Julie","5","8.75"
"Juliet","6","6.82"
"Julius","6","7.15"
"July","4","10.06"
"jumbo","5","7.69"
"jump","4","10.20"
"jumped","6","8.71"
"jumper","6","8.66"
"jumping","7","9.04"
"jumps","5","8.55"
"junction","8","7.77"
"juncture","8","6.14"
"June","4","10.26"
"jungle","6","8.61"
"junior","6","9.22"
"juniors","7","6.47"
"juniper","7","6.30"
"junk","4","9.42"
"junkie","6","7.01"
"junkies","7","6.55"
"Juno","4","6.11"
"junta","5","6.51"
"Jupiter","7","8.06"
"juries","6","6.56"
"jurisdictions","13","6.61"
"jurisdiction","12","8.33"
"jurors","6","6.36"
"jury","4","8.85"
"just","4","13.84"
"justice","7","10.36"
"justices","8","6.74"
"justifiable","11","7.02"
"justifiably","11","6.13"
"justification","13","8.61"
"justifications","14","6.47"
"justified","9","8.71"
"justify","7","9.25"
"Kant","4","7.28"
"justifying","10","7.03"
"Justine","7","6.47"
"justly","6","6.25"
"juvenile","8","7.62"
"juxtapose","9","7.29"
"kaboom","6","6.04"
"kaiser","6","7.57"
"kale","4","6.68"
"Kali","4","7.62"
"kangaroo","8","6.71"
"Kansas","6","9.11"
"kappa","5","7.07"
"karate","6","7.72"
"Karen","5","9.45"
"karma","5","8.58"
"Kashmir","7","7.75"
"Kate","4","8.77"
"Katherine","9","7.86"
"Kathleen","8","7.82"
"Kathy","5","8.55"
"Katie","5","7.51"
"kayak","5","6.80"
"keel","4","6.46"
"keen","4","8.14"
"keep","4","12.12"
"keeper","6","8.99"
"keeping","7","10.19"
"keeps","5","9.92"
"keg","3","7.05"
"kegs","4","6.12"
"Keith","5","9.79"
"Kelly","5","9.61"
"kelp","4","7.56"
"Kelvin","6","7.69"
"Ken","3","10.32"
"Kennedy","7","9.21"
"Kennedy's","9","6.88"
"kennel","6","7.92"
"Kenneth","7","9.08"
"Kent","4","8.97"
"Kentucky","8","8.52"
"Kenya","5","7.18"
"Kepler","6","6.02"
"kept","4","10.56"
"kernel","6","10.43"
"kernels","7","7.79"
"kerosene","8","6.36"
"ketchup","7","6.99"
"kettle","6","7.31"
"key","3","11.47"
"keyboard","8","10.47"
"keyed","5","6.53"
"keynote","7","7.31"
"keys","4","10.40"
"keystone","8","6.82"
"khan","4","8.41"
"Khmer","5","6.96"
"kick","4","9.90"
"kicked","6","8.87"
"kicker","6","6.99"
"kicking","7","8.38"
"kicks","5","8.57"
"kid","3","9.94"
"kidding","7","8.90"
"kidnap","6","6.44"
"kidnapped","9","7.17"
"kidnappers","10","6.32"
"kidnapping","10","7.08"
"kidney","6","7.81"
"kidneys","7","6.76"
"kids","4","10.82"
"kid's","5","7.25"
"kill","4","11.17"
"killed","6","10.47"
"killer","6","9.52"
"killers","7","7.98"
"killing","7","10.06"
"kills","5","8.77"
"kilo","4","6.34"
"kilometers","10","7.36"
"kilt","4","6.06"
"kin","3","7.43"
"kind","4","11.79"
"kinder","6","6.92"
"kindergarten","12","6.99"
"kindly","6","8.60"
"kindness","8","7.74"
"kindred","7","7.53"
"kinds","5","9.94"
"kinetic","7","7.28"
"king","4","10.87"
"kingdom","7","9.56"
"kingdoms","8","7.06"
"kings","5","8.95"
"kink","4","6.56"
"kinky","5","7.37"
"kinship","7","6.51"
"kiosk","5","6.06"
"Kipling","7","6.38"
"Kirk","4","9.12"
"kiss","4","9.46"
"kissed","6","8.45"
"kisser","6","6.11"
"kisses","6","7.78"
"kissing","7","8.27"
"kit","3","10.12"
"kitchen","7","9.18"
"kite","4","7.76"
"kits","4","8.88"
"kitten","6","7.71"
"kittens","7","7.40"
"kitty","5","8.32"
"kiwi","4","7.24"
"Klaus","5","7.64"
"knack","5","6.45"
"knead","5","6.14"
"knee","4","8.88"
"kneel","5","6.60"
"kneeling","8","6.91"
"knees","5","9.11"
"knelt","5","7.07"
"knew","4","10.94"
"knickers","8","6.12"
"knife","5","8.87"
"knight","6","9.81"
"knights","7","8.92"
"knit","4","7.01"
"knitting","8","6.99"
"knives","6","7.91"
"knob","4","7.63"
"knobs","5","6.99"
"knock","5","8.84"
"knocked","7","8.32"
"knocking","8","7.80"
"knockout","8","6.00"
"knocks","6","7.10"
"knoll","5","6.27"
"knot","4","7.60"
"knots","5","7.48"
"know","4","13.59"
"knowing","7","10.08"
"knowingly","9","7.86"
"knowledge","9","11.34"
"knowledgeable","13","8.53"
"known","5","11.35"
"knows","5","11.11"
"Knoxville","9","7.44"
"knuckle","7","6.50"
"knuckles","8","6.74"
"koala","5","6.68"
"Koran","5","6.90"
"Korea","5","9.12"
"Korean","6","9.03"
"Koreans","7","7.66"
"kosher","6","7.41"
"Krishna","7","7.75"
"kudos","5","7.01"
"Kurt","4","9.24"
"Kuwait","6","7.96"
"lab","3","10.12"
"label","5","10.04"
"labeled","7","8.38"
"labeling","8","7.20"
"labelled","8","7.84"
"labels","6","9.03"
"labor","5","9.84"
"laboratories","12","8.60"
"laboratory","10","9.72"
"laborers","8","6.23"
"labors","6","6.04"
"Labrador","8","7.10"
"labyrinth","9","7.02"
"lace","4","8.10"
"irrelevant","10","9.36"
"irritate","8","6.46"
"irresistible","12","6.45"
"irrespective","12","6.79"
"irresponsible","13","8.02"
"irresponsibility","16","6.34"
"irreversible","12","7.00"
"irrigation","10","6.62"
"irritated","9","7.13"
"irritates","9","6.02"
"irritating","10","7.72"
"irritation","10","7.04"
"Irving","6","7.69"
"is","2","15.68"
"Isaac","5","8.40"
"Isabel","6","6.25"
"Isaiah","6","7.52"
"Isis","4","7.24"
"Islam","5","9.41"
"Islamic","7","9.14"
"island","6","10.71"
"islanders","9","7.16"
"islands","7","9.12"
"isle","4","7.77"
"isles","5","7.14"
"islet","5","7.18"
"isn't","5","11.89"
"isolate","7","8.05"
"isolated","8","8.86"
"isolating","9","6.45"
"isolation","9","8.11"
"isotope","7","6.17"
"Israel","6","9.95"
"Israeli","7","8.53"
"Israelites","10","6.77"
"Israel's","8","6.76"
"issuance","8","6.60"
"issue","5","11.68"
"issued","6","9.61"
"issues","6","11.33"
"issuing","7","7.79"
"Istanbul","8","7.50"
"it","2","15.37"
"Italian","7","9.58"
"Italians","8","6.93"
"italic","6","6.81"
"italics","7","6.28"
"Italy","5","9.46"
"itch","4","6.63"
"itching","7","6.81"
"itchy","5","6.76"
"it'd","4","8.45"
"item","4","10.47"
"items","5","10.81"
"itinerary","9","6.59"
"it'll","5","9.61"
"its","3","12.87"
"it's","4","13.41"
"itself","6","11.24"
"I've","4","12.73"
"ivory","5","9.29"
"ivy","3","7.61"
"jab","3","7.04"
"Jack","4","10.36"
"jackal","6","7.80"
"jackass","7","6.16"
"jacket","6","9.23"
"jackets","7","7.31"
"Jackie","6","8.25"
"jackpot","7","6.88"
"jacks","5","7.48"
"Jack's","6","6.84"
"Jackson","7","9.68"
"Jackson's","9","6.68"
"Jacksonville","12","7.76"
"Jacob","5","8.47"
"Jacobs","6","7.86"
"Jacqueline","10","6.84"
"Jacques","7","8.43"
"jade","4","8.86"
"jaded","5","6.23"
"jag","3","7.90"
"jagged","6","6.22"
"jaguar","6","8.74"
"jail","4","9.18"
"jailed","6","7.05"
"jails","5","6.33"
"Jake","4","8.74"
"jam","3","9.30"
"Jamaica","7","7.86"
"Jamaican","8","6.80"
"James","5","11.10"
"Jameson","7","6.41"
"jammed","6","7.14"
"jams","4","7.29"
"Jane","4","9.22"
"Jane's","6","6.77"
"Janet","5","8.80"
"Janice","6","7.64"
"Janis","5","6.79"
"janitor","7","6.35"
"January","7","10.48"
"Japan","5","10.58"
"Japanese","8","10.71"
"jar","3","7.99"
"jargon","6","7.40"
"jars","4","7.08"
"jasmine","7","7.75"
"Jason","5","10.27"
"jasper","6","6.97"
"Java","4","9.14"
"jaw","3","7.74"
"jaws","4","7.34"
"jay","3","9.74"
"jazz","4","9.53"
"jazzy","5","6.63"
"jealous","7","8.11"
"jealousy","8","7.31"
"jeans","5","8.35"
"jeep","4","7.88"
"Jeff","4","10.64"
"Jefferson","9","8.65"
"Jehovah","7","6.72"
"Jehovah's","9","6.54"
"jello","5","6.91"
"jelly","5","7.62"
"jellyfish","9","6.02"
"Jennifer","8","9.13"
"Jenny","5","8.05"
"jeopardize","10","6.22"
"jeopardy","8","6.93"
"Jeremiah","8","7.28"
"jerk","4","8.47"
"jerked","6","7.03"
"jerking","7","6.89"
"jerks","5","7.63"
"jerky","5","7.16"
"Jerry","5","9.89"
"Jerry's","7","6.75"
"jersey","6","9.64"
"Jerusalem","9","8.46"
"Jesse","5","8.66"
"Jessica","7","7.87"
"Jessie","6","6.98"
"jest","4","7.68"
"jester","6","6.78"
"Jesus","5","10.51"
"jet","3","9.42"
"jets","4","8.08"
"Jew","3","8.63"
"jewel","5","7.59"
"jeweled","7","7.74"
"jewelry","7","8.72"
"jewels","6","6.84"
"Jewish","6","10.18"
"Jews","4","10.13"
"jig","3","6.79"
"jigsaw","6","6.03"
"jihad","5","8.48"
"Jim","3","11.06"
"Jimmy","5","9.01"
"Jim's","5","6.93"
"jingle","6","6.08"
"jinx","4","6.20"
"jive","4","6.54"
"Jo","2","8.84"
"Joanne","6","7.52"
"job","3","11.93"
"jobs","4","10.65"
"jock","4","6.85"
"jockey","6","6.82"
"Joe","3","10.90"
"Joel","4","9.58"
"Joel's","6","6.23"
"Joe's","5","7.53"
"Joey","4","8.10"
"jog","3","6.49"
"jogger","6","6.46"
"Johannesburg","12","6.44"
"John","4","12.11"
"Johnny","6","9.02"
"John's","6","8.25"
"Johnson","7","10.10"
"join","4","10.69"
"joined","6","9.31"
"joining","7","9.02"
"joins","5","7.60"
"joint","5","9.60"
"jointly","7","7.31"
"joints","6","7.97"
"joke","4","9.92"
"joked","5","6.05"
"joker","5","7.48"
"jokes","5","8.90"
"joking","6","7.87"
"jolly","5","7.48"
"jolt","4","6.71"
"Jonah","5","7.47"
"Jonathan","8","9.60"
"Jones","5","10.10"
"Jordan","6","9.32"
"Jose","4","9.96"
"Joseph","6","10.06"
"Joseph's","8","6.20"
"josh","4","8.68"
"Joshua","6","8.78"
"jot","3","6.29"
"journal","7","10.28"
"journals","8","8.65"
"journey","7","8.81"
"journeys","8","6.38"
"journalism","10","8.05"
"journalist","10","8.30"
"journalists","11","8.39"
"journeyman","10","6.43"
"joust","5","6.83"
"jovial","6","7.43"
"joy","3","9.37"
"Joyce","5","7.82"
"joyful","6","6.34"
"interest","8","11.41"
"interested","10","12.09"
"interesting","11","11.34"
"interestingly","13","8.02"
"interests","9","10.10"
"interface","9","10.97"
"interfaces","10","9.32"
"interfere","9","8.34"
"interfered","10","6.25"
"interference","12","8.56"
"interferes","10","6.69"
"interfering","11","7.23"
"interim","7","7.64"
"interior","8","8.88"
"interiors","9","6.06"
"interlace","9","6.26"
"interlaced","10","7.37"
"intermarriage","13","7.10"
"intermediary","12","6.28"
"intermediate","12","8.63"
"intermittent","12","7.08"
"intern","6","7.32"
"internal","8","10.57"
"internally","10","8.16"
"international","13","11.56"
"interruption","12","6.68"
"intersect","9","6.21"
"internationally","15","8.07"
"interpersonal","13","8.21"
"interplanetary","14","6.12"
"interplay","9","7.40"
"Interpol","8","6.44"
"interpolation","13","6.59"
"interpret","9","8.74"
"interpretation","14","9.57"
"interpretations","15","8.17"
"interpreted","11","8.67"
"interpreter","11","8.38"
"interpreting","12","7.52"
"interprets","10","6.66"
"interracial","11","6.72"
"interrupt","9","9.64"
"intersections","13","6.54"
"interrupted","11","7.79"
"intersection","12","7.94"
"interrogation","13","6.79"
"interspersed","12","6.12"
"interstate","10","8.44"
"interstellar","12","7.18"
"intestines","10","6.33"
"intimacy","8","7.24"
"intimate","8","8.10"
"intertwined","11","6.21"
"interval","8","8.26"
"intervals","9","8.11"
"intervene","9","7.20"
"intervened","10","6.26"
"intervening","11","6.84"
"intervention","12","8.85"
"interview","9","9.93"
"interviewed","11","8.14"
"interviewer","11","6.57"
"interviewing","12","7.55"
"interviews","10","9.11"
"intestine","9","6.52"
"intimately","10","6.88"
"intimidate","10","7.05"
"intimidated","11","7.09"
"intimidation","12","7.15"
"into","4","13.24"
"intolerable","11","6.51"
"intolerance","11","7.68"
"intolerant","10","7.23"
"intonation","10","6.30"
"intrinsic","9","7.48"
"intruder","8","7.28"
"intruders","9","6.32"
"intoxicated","11","6.21"
"intoxication","12","6.13"
"intravenous","11","6.03"
"intrepid","8","6.79"
"intricate","9","6.92"
"intrigue","8","6.62"
"intrigued","9","7.27"
"intriguing","10","7.59"
"intrinsically","13","6.57"
"intro","5","8.68"
"introduce","9","9.06"
"introduced","10","9.65"
"introduces","10","7.94"
"introducing","11","8.35"
"introduction","12","9.88"
"introductions","13","6.89"
"introductory","12","8.46"
"intrusion","9","7.26"
"intrusive","9","6.65"
"intuit","6","6.91"
"intuition","9","7.51"
"intuitive","9","8.03"
"intuitively","11","6.39"
"inundated","9","6.19"
"invade","6","7.53"
"invaded","7","7.75"
"invaders","8","7.68"
"invading","8","7.17"
"invalid","7","8.78"
"invalidate","10","6.93"
"invalidated","11","6.15"
"invaluable","10","7.61"
"invariably","10","7.70"
"invariant","9","6.16"
"invasion","8","8.87"
"invasions","9","6.48"
"invasive","8","6.30"
"invent","6","7.85"
"invented","8","8.92"
"inventing","9","6.71"
"invention","9","8.29"
"inventions","10","7.45"
"inventive","9","6.30"
"inventor","8","8.22"
"inventories","11","6.25"
"inventors","9","6.79"
"inventory","9","8.85"
"inverse","7","7.57"
"inversely","9","6.08"
"inversion","9","6.66"
"invert","6","6.29"
"inverted","8","7.47"
"invest","6","8.98"
"invested","8","8.17"
"investigate","11","9.29"
"investigated","12","7.96"
"investigates","12","6.09"
"investigators","13","7.89"
"investing","9","8.19"
"investigating","13","8.29"
"investigation","13","9.46"
"investigations","14","8.00"
"investigative","13","7.52"
"investigator","12","7.61"
"investment","10","10.07"
"investments","11","8.57"
"investor","8","8.11"
"investors","9","8.86"
"invincible","10","6.83"
"involves","8","9.38"
"invisible","9","8.88"
"invitation","10","8.28"
"invitational","12","6.17"
"invitations","11","7.30"
"invite","6","8.77"
"invited","7","9.43"
"invites","7","7.60"
"inviting","8","7.49"
"invocation","10","6.83"
"invoice","7","7.33"
"invoices","8","6.48"
"invoke","6","8.46"
"invoked","7","7.63"
"invoking","8","7.03"
"involuntarily","13","6.35"
"involve","7","9.21"
"involved","8","10.99"
"involuntary","11","7.29"
"involvement","11","8.90"
"involving","9","9.32"
"invulnerable","12","6.29"
"inward","6","7.12"
"Io","2","8.50"
"iodine","6","6.96"
"ion","3","8.04"
"initially","9","9.07"
"ionosphere","10","6.16"
"ions","4","7.09"
"iota","4","6.57"
"Iowa","4","9.35"
"Iran","4","9.00"
"Iranian","7","8.14"
"Iraq","4","8.40"
"Iraqi","5","7.47"
"irate","5","6.17"
"ire","3","6.46"
"Ireland","7","9.36"
"Irene","5","6.94"
"iridium","7","6.12"
"iris","4","8.41"
"Irish","5","9.32"
"iron","4","9.86"
"ironic","6","8.06"
"ironically","10","7.68"
"irons","5","7.76"
"irony","5","8.03"
"irrational","10","7.97"
"irrationality","13","6.13"
"irrefutable","11","6.35"
"irregular","9","7.66"
"irregularities","14","6.61"
"inhale","6","6.75"
"inhaling","8","6.08"
"initial","7","10.03"
"inherent","8","8.52"
"inherently","10","8.25"
"inherit","7","7.58"
"inheritance","11","8.17"
"inherited","9","8.15"
"inherits","8","6.12"
"inhibit","7","6.98"
"inhibited","9","6.03"
"inhibition","10","6.14"
"inhibitor","9","6.58"
"inhibitors","10","6.39"
"inhibits","8","6.03"
"inhuman","7","6.53"
"inhumane","8","6.21"
"initials","8","7.35"
"initiate","8","8.04"
"initiated","9","8.47"
"initiates","9","7.55"
"initiating","10","6.90"
"initiation","10","7.63"
"initiative","10","8.71"
"inject","6","6.96"
"injected","8","7.24"
"injecting","9","6.44"
"injection","9","8.02"
"inlet","5","6.65"
"injunction","10","7.24"
"injure","6","7.11"
"injured","7","8.63"
"injuries","8","8.53"
"injuring","8","6.19"
"injury","6","9.00"
"injustice","9","7.73"
"injustices","10","6.36"
"ink","3","8.63"
"inks","4","6.39"
"inland","6","7.02"
"inmate","6","7.02"
"inmates","7","7.37"
"inn","3","9.22"
"innate","6","7.09"
"inner","5","9.37"
"inning","6","6.02"
"innings","7","7.57"
"innocence","9","7.91"
"innocent","8","9.41"
"innocently","10","6.50"
"innocents","9","6.75"
"innocuous","9","6.67"
"innovation","10","8.13"
"innovations","11","7.42"
"innovative","10","8.90"
"inns","4","6.35"
"innuendo","8","6.53"
"innumerable","11","6.60"
"inordinate","10","6.08"
"inorganic","9","6.64"
"input","5","10.48"
"inquire","7","8.05"
"inquired","8","6.90"
"inquirer","8","6.47"
"inquiries","9","8.98"
"inquiring","9","7.29"
"inquiry","7","8.54"
"inquisition","11","7.90"
"inquisitor","10","6.08"
"insane","6","8.79"
"insanely","8","6.34"
"insanity","8","7.95"
"insatiable","10","6.25"
"inscribe","8","6.06"
"inscribed","9","6.75"
"inserts","7","8.85"
"inscription","11","6.76"
"inscriptions","12","6.23"
"insect","6","7.84"
"insects","7","7.77"
"insecure","8","8.24"
"insecurity","10","6.83"
"insensitive","11","7.15"
"insert","6","10.47"
"inserted","8","8.54"
"insertion","9","7.69"
"insertions","10","6.33"
"inside","6","11.06"
"insider","7","7.17"
"insiders","8","6.85"
"insides","7","6.89"
"insidious","9","6.73"
"insight","7","8.95"
"insights","8","8.08"
"insignia","8","7.05"
"insignificant","13","7.78"
"institutes","10","7.49"
"insipid","7","6.01"
"insist","6","9.02"
"insisted","8","8.24"
"insistence","10","6.99"
"insistent","9","6.21"
"insisting","9","7.51"
"insists","7","8.05"
"insofar","7","6.99"
"insomnia","8","6.52"
"insomniac","9","6.78"
"inspect","7","7.37"
"inspected","9","6.85"
"inspection","10","8.26"
"inspections","11","6.67"
"inspector","9","7.91"
"inspiration","11","8.06"
"inspirational","13","6.37"
"inspire","7","7.27"
"inspired","8","8.68"
"inspires","8","6.16"
"inspiring","9","7.13"
"instability","11","7.19"
"install","7","10.81"
"instincts","9","7.26"
"institute","9","10.66"
"instituted","10","7.08"
"installation","12","10.18"
"installations","13","8.02"
"installed","9","10.83"
"installing","10","9.55"
"installment","11","6.82"
"instance","8","10.20"
"instances","9","8.75"
"instant","7","9.16"
"instantaneous","13","7.15"
"instantly","9","8.57"
"instead","7","11.57"
"instinct","8","8.10"
"instinctive","11","6.15"
"instinctively","13","6.78"
"institution","11","9.10"
"institutional","13","7.84"
"institutionalized","17","6.39"
"institutions","12","9.39"
"instruct","8","7.09"
"instructed","10","7.90"
"instructing","11","6.19"
"insures","7","6.08"
"intensely","9","7.27"
"Indies","6","7.62"
"instruction","11","9.56"
"instructional","13","7.65"
"instructions","12","10.47"
"instructive","11","6.51"
"instructor","10","8.93"
"instructors","11","7.99"
"instructs","9","6.17"
"instrument","10","9.22"
"instrumental","12","8.14"
"instrumentation","15","7.62"
"instruments","11","9.52"
"insulated","9","6.84"
"insufficient","12","7.86"
"insulation","10","7.27"
"insulin","7","8.19"
"insult","6","8.87"
"insulted","8","7.57"
"insulting","9","8.37"
"insults","7","8.28"
"insurance","9","10.18"
"insure","6","8.43"
"insured","7","7.86"
"insuring","8","6.25"
"intelligence","12","10.20"
"intact","6","8.77"
"intake","6","8.23"
"intangible","10","6.46"
"integer","7","9.17"
"integers","8","7.80"
"integral","8","8.34"
"integrate","9","8.24"
"integrates","10","6.76"
"integrated","10","9.57"
"integrating","11","7.63"
"integration","11","9.50"
"integrity","9","9.08"
"intellect","9","7.86"
"intellectually","14","7.54"
"intellectuals","13","7.43"
"intellectual","12","9.30"
"intelligent","11","9.94"
"intelligently","13","7.08"
"intend","6","9.32"
"intended","8","10.39"
"intending","9","7.20"
"intends","7","7.75"
"intense","7","9.02"
"intensified","11","6.44"
"intensify","9","6.09"
"intensity","9","8.45"
"intensive","9","8.41"
"intent","6","9.47"
"intention","9","9.07"
"intentional","11","7.85"
"intentionally","13","8.32"
"intentions","10","8.58"
"intently","8","6.46"
"inter","5","7.82"
"interact","8","8.52"
"interacting","11","7.34"
"interaction","11","9.09"
"interactions","12","8.07"
"interactive","11","9.95"
"interacts","9","6.40"
"intercept","9","7.50"
"intercepted","11","6.41"
"interception","12","6.73"
"interceptor","11","6.58"
"interchange","11","7.63"
"interchangeable","15","6.68"
"intercom","8","6.77"
"incredibly","10","9.08"
"interconnected","14","6.22"
"intercourse","11","7.96"
"interdisciplinary","17","7.15"
"increasingly","12","8.65"
"incredible","10","9.62"
"increment","9","7.94"
"incremental","11","7.44"
"incumbent","9","6.95"
"incur","5","7.32"
"indicted","8","7.20"
"indictment","10","7.26"
"indictments","11","6.05"
"incurred","8","7.20"
"indebted","8","6.13"
"indecency","9","8.20"
"indecent","8","8.66"
"indeed","6","10.69"
"indelible","9","6.53"
"indent","6","6.63"
"indefinite","10","7.10"
"indefinitely","12","7.18"
"indentation","11","6.65"
"independence","12","9.08"
"independent","11","10.37"
"independently","13","8.45"
"independents","12","6.75"
"index","5","10.39"
"indices","7","7.52"
"indestructible","14","7.29"
"indeterminate","13","6.21"
"indexes","7","8.19"
"indexing","8","7.42"
"India","5","10.25"
"Indian","6","10.02"
"Indiana","7","9.34"
"Indianapolis","12","8.24"
"Indians","7","8.94"
"India's","7","7.55"
"indicate","8","10.02"
"indicated","9","9.53"
"indicates","9","9.48"
"indicating","10","8.86"
"indications","11","7.51"
"indicators","10","7.65"
"indication","10","8.85"
"indicative","10","7.37"
"indicator","9","8.38"
"indifference","12","6.68"
"indifferent","11","6.85"
"indigenous","10","8.22"
"indignation","11","6.31"
"indigo","6","7.89"
"indirect","8","7.95"
"Hun","3","7.38"
"indirectly","10","7.95"
"indiscriminate","14","6.09"
"indispensable","13","6.80"
"individual's","12","7.52"
"Indonesia","9","8.57"
"indoor","6","8.16"
"individual","10","11.09"
"individuals","11","10.61"
"indistinguishable","17","7.13"
"individualism","13","6.52"
"individuality","13","7.35"
